ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2013-10-06,26574,14.68550901884047,66.5,73,64,7.6,0.01,Sunday,10
2013-10-07,25016,12.651673595565502,70.7,77,64,11.8,0.33,Monday,10
2013-10-08,38365,13.779678960858419,61.6,77,55.9,10.2,0,Tuesday,10
2013-10-09,36969,12.8412223755038,59.7,66,54,12.3,0,Wednesday,10
2013-10-10,31171,12.400746420283815,59.1,66,54,13.2,0,Thursday,10
2013-10-11,33357,13.342567277233162,63.7,69.1,54,16.4,0,Friday,10
2013-10-12,32457,16.876973636914478,65.7,72,60.1,15.5,0,Saturday,10
2013-10-13,28832,15.950881543655202,60.9,72,57,15.0,0,Sunday,10
2013-10-14,33018,13.908640741413771,58,64.9,53.1,6.6,0,Monday,10
2013-10-15,37534,13.481594465462427,60.4,70,53.1,4.7,0,Tuesday,10
2013-10-16,36911,13.337352460422819,60.1,70,55.9,5.6,0,Wednesday,10
2013-10-17,36888,13.387314302754286,64.7,73,57,6.7,0,Thursday,10
2013-10-18,38122,13.878873091653112,64.2,73,57.9,11.5,0.01,Friday,10
2013-10-19,29548,15.613899417896304,59.4,69.1,54,5.9,0,Saturday,10
2013-10-20,29256,15.908528165162702,58.4,64,51.1,10.4,0,Sunday,10
2013-10-21,35012,13.790265718420354,59.3,66.9,51.1,7.3,0,Monday,10
2013-10-22,36338,12.581991762525913,59.6,68,52,7.6,0,Tuesday,10
2013-10-23,32365,12.022630413512539,52.8,68,50,7.8,0,Wednesday,10
2013-10-24,32251,12.115275495333481,48.4,55,43,11.8,0,Thursday,10
2013-10-25,30979,12.511262468123569,47.4,55,42.1,13.0,0,Friday,10
2013-10-26,24569,14.574459006607242,49.5,55.9,42.1,10.1,0,Saturday,10
2013-10-27,23965,14.660169691911813,53,59,43,10.3,0,Sunday,10
2013-10-28,31498,12.784571507185637,53,61,44.1,7.7,0,Monday,10
2013-10-29,33414,12.575373097105009,50.5,61,44.1,8.0,0,Tuesday,10
2013-10-30,35069,12.160374784947768,52.9,60.1,44.1,4.5,0,Wednesday,10
2013-10-31,31444,12.92803873552983,59.3,66.9,48,6.2,0,Thursday,10
2013-11-01,30384,13.633155059680536,65.9,70,53.1,12.1,0.05,Friday,11
2013-11-02,31013,16.587990520104483,61.5,70,55,5.7,0.05,Saturday,11
2013-11-03,20798,13.263860307080806,50.9,68,42.1,11.2,0.01,Sunday,11
2013-11-04,27142,12.367596345147739,39.5,55.9,34,10.3,0,Monday,11
2013-11-05,31493,12.214110013865515,46.8,55,34,6.7,0,Tuesday,11
2013-11-06,34826,13.005698328834779,53.2,61,42.1,5.9,0,Wednesday,11
2013-11-07,25719,11.869835530152802,58.3,63,46.9,9.2,0,Thursday,11
2013-11-08,28686,12.60913047014804,46,63,41,14.2,0.08,Friday,11
2013-11-09,21734,14.408419220269318,44.3,50,39.9,10.3,0,Saturday,11
2013-11-10,19712,13.913954274891772,50.1,60.1,39.9,11.0,0,Sunday,11
2013-11-11,27295,12.653236856567135,48.6,60.1,44.1,13.6,0,Monday,11
2013-11-12,19925,11.081814303638646,43.9,53.1,34,13.4,0.02,Tuesday,11
2013-11-13,23633,11.125149861069977,34,52,30,13.4,0.01,Wednesday,11
2013-11-14,27040,13.02782729289941,41,53.1,30,11.6,0,Thursday,11
2013-11-15,29051,12.719770403772676,49.1,57,34,6.2,0,Friday,11
2013-11-16,25194,15.311708475562966,51.9,59,43,5.5,0.03,Saturday,11
2013-11-17,17995,13.46792627581736,52.6,60.8,48.2,4.5,0.02,Sunday,11
2013-11-18,30615,13.219170885731398,60.3,64.9,48.9,11.4,0.25,Monday,11
2013-11-19,27417,11.477858019963289,48.3,64.9,41,16.8,0.23,Tuesday,11
2013-11-20,26229,11.413486344631263,38,51.1,32,9.0,0,Wednesday,11
2013-11-21,28752,11.772228598590248,41.6,52,32,6.4,0,Thursday,11
2013-11-22,25448,12.094384627475634,52.4,57,36,6.4,0,Friday,11
2013-11-23,18996,14.306489962799184,47.4,57,39.9,12.8,0.07,Saturday,11
2013-11-24,9392,11.097677101078936,29.4,55,24.1,22.2,0.02,Sunday,11
2013-11-25,19116,11.017526330473597,27.9,35.1,24.1,11.9,0,Monday,11
2013-11-26,14999,13.040990510478476,36,39.9,24.1,7.0,0,Tuesday,11
2013-11-27,7976,11.025576730190574,48,60.1,34,13.7,1.91,Wednesday,11
2013-11-28,5204,13.905294004611831,34.1,39.2,30.9,17.9,0.3,Thursday,11
2013-11-29,10127,13.154390902208618,34.1,39,30.9,7.2,0,Friday,11
2013-11-30,9863,13.679970597181386,31.3,39,25,7.2,0,Saturday,11
2013-12-01,13326,13.558320826454549,41.1,48.9,25,3.2,0,Sunday,12
2013-12-02,24576,12.382666693793404,44.2,48.9,37,4.5,0,Monday,12
2013-12-03,27431,12.168702684310935,44,53.1,37.9,4.0,0,Tuesday,12
2013-12-04,28199,12.269936286156716,43.8,53.1,37.9,4.3,0,Wednesday,12
2013-12-05,26988,12.383790326564895,48.6,57.9,39,5.3,0.01,Thursday,12
2013-12-06,10736,11.621933991554894,50.5,57.9,42.8,7.1,0.05,Friday,12
2013-12-07,15545,12.230484614559879,38.2,43,35.6,10.7,0.81,Saturday,12
2013-12-08,10090,12.172482656095141,32.1,37.9,28.4,8.7,0.13,Sunday,12
2013-12-09,14824,10.718746627091203,34.5,39.2,28.9,10.9,0.19,Monday,12
2013-12-10,12850,11.553900129701686,36,39,32,8.5,0.07,Tuesday,12
2013-12-11,18766,11.960985292550356,30.7,39,27,13.2,0.22,Wednesday,12
2013-12-12,17214,11.461365748809106,27.6,34,23,12.5,0,Thursday,12
2013-12-13,17888,12.05667672927847,28.2,35.1,23,13.0,0,Friday,12
2013-12-14,3701,12.055358912005765,28.6,35.1,24.1,12.0,0,Saturday,12
2013-12-15,7462,15.2261458054141,33.7,39,24.1,14.2,1.21,Sunday,12
2013-12-16,15562,11.222348241442834,31,39,26.1,12.0,0.77,Monday,12
2013-12-17,7863,12.223945483064144,27.2,34,24.1,7.3,0,Tuesday,12
2013-12-18,14924,11.485891852050392,28.6,37,24.1,9.4,0.16,Wednesday,12
2013-12-19,18766,11.242665814060889,36.6,45,24.1,9.6,0,Thursday,12
2013-12-20,22066,14.084528233481374,45.2,52,30.9,5.4,0,Friday,12
2013-12-21,17940,14.476455778520993,53.6,60.1,37.9,6.6,0,Saturday,12
2013-12-22,15063,15.070312465422997,58.4,69.1,50,9.0,0.01,Sunday,12
2013-12-23,6956,11.88599051178838,58.5,69.1,50,6.2,0.09,Monday,12
2013-12-24,11025,12.736034769463341,39.2,62.1,34,10.7,0.44,Tuesday,12
2013-12-25,3260,13.754074642126792,25.6,42.1,19,10.3,0,Wednesday,12
2013-12-26,9763,11.935071187135101,31.7,36,19,6.2,0,Thursday,12
2013-12-27,11720,12.436033845278725,35.6,39.9,30,10.3,0,Friday,12
2013-12-28,12022,16.256094382520931,42.4,55,32,9.3,0,Saturday,12
2013-12-29,3775,12.156847682119203,45.2,55,36,7.1,0,Sunday,12
2013-12-30,13241,12.348442967550287,40.5,48,28.9,11.3,1.2,Monday,12
2013-12-31,10424,13.23923317984139,26,44.1,21,9.9,0,Tuesday,12
2014-01-01,6059,15.37744402266601,28.9,33.1,21,9.4,0,Wednesday,1
2014-01-02,8600,12.980327519379843,28.9,33.1,25,14.2,0.01,Thursday,1
2014-01-03,1144,13.388869463869465,16.6,32,10.9,16.7,0.3,Friday,1
2014-01-04,2292,20.398247527632336,15.8,27,9,6.8,0.25,Saturday,1
2014-01-05,2678,13.737303958177744,29.1,35.6,26.1,4.8,0,Sunday,1
2014-01-06,9510,12.805073606729758,44.7,53.1,25,11.2,0.17,Monday,1
2014-01-07,6267,12.10168873996064,14,36,3.9,19.6,0.24,Tuesday,1
2014-01-08,9246,10.233461316605377,12.9,21.9,3.9,11.4,0,Wednesday,1
2014-01-09,13354,10.864896909789824,25.7,33.1,9,7.0,0,Thursday,1
2014-01-10,9847,11.194096340679055,30.2,34,23,4.8,0,Friday,1
2014-01-11,7695,12.369558154645871,43.7,55,27,9.2,0.22,Saturday,1
2014-01-12,12515,12.069734984685041,47.6,55.9,34,13.6,0.45,Sunday,1
2014-01-13,20633,11.779531171747525,41.8,54,35.1,8.9,0.02,Monday,1
2014-01-14,9999,11.116034936827011,45.8,50,35.1,6.6,0.02,Tuesday,1
2014-01-15,21630,11.704905994760365,42.4,50,36,5.5,0.36,Wednesday,1
2014-01-16,19953,11.388402746454169,39.1,41,37,5.9,0,Thursday,1
2014-01-17,20301,12.211397632300548,38.3,46,33.1,5.5,0,Friday,1
2014-01-18,9438,14.084099738645193,37.5,46,32,7.7,0,Saturday,1
2014-01-19,9028,13.6058226259046,29.8,39,25,12.1,0.15,Sunday,1
2014-01-20,13407,13.103310459710103,39.6,46,25,11.1,0,Monday,1
2014-01-21,3804,14.296617595513498,25.7,46,14,12.5,0,Tuesday,1
2014-01-22,2451,16.576716986264117,12.6,32,7,16.6,0.25,Wednesday,1
2014-01-23,5071,15.401988430947211,13.5,21,7,11.9,0,Thursday,1
2014-01-24,6176,13.034348013816926,15.7,21,8.1,12.8,0,Friday,1
2014-01-25,4338,11.466901029660365,22,27,10.9,12.6,0,Saturday,1
2014-01-26,4980,11.962151941097725,21.9,27,18,12.7,0.02,Sunday,1
2014-01-27,13119,10.53511192418121,33.7,44.1,18,9.4,0,Monday,1
2014-01-28,10033,14.218656766005514,18.5,28,12.9,11.8,0,Tuesday,1
2014-01-29,10021,11.171130625686065,18.2,23,12.9,8.1,0.05,Wednesday,1
2014-01-30,12158,11.191953172122606,21.6,28.9,14,7.5,0,Thursday,1
2014-01-31,14653,11.705812234127254,30.5,39,18,7.3,0,Friday,1
2014-02-01,12771,13.671289118575942,38.2,44.1,26.1,3.2,0,Saturday,2
2014-02-02,13816,13.738225004825324,40.3,55,30,3.3,0,Sunday,2
2014-02-03,2600,13.292378205128204,35.6,55,30,8.2,0.27,Monday,2
2014-02-04,8709,12.542329773797219,29.6,42.1,25,6.2,0.81,Tuesday,2
2014-02-05,2746,15.422347657198349,31.5,36,25,9.0,0.74,Wednesday,2
2014-02-06,7196,17.346933481563831,28.4,34,21.9,8.6,0.44,Thursday,2
2014-02-07,8495,17.482438689425152,28.5,33.1,21.9,8.9,0,Friday,2
2014-02-08,5986,17.377703530459964,26.8,33.1,21.9,8.0,0,Saturday,2
2014-02-09,4996,17.122084334133973,26.1,28.9,21,6.5,0,Sunday,2
2014-02-10,6846,14.40389765313078,25.9,28.9,21,12.4,0.1,Monday,2
2014-02-11,8343,16.45138639178553,22.6,28.9,18,11.3,0,Tuesday,2
2014-02-12,8580,14.081419968919969,19,26.1,14,9.2,0,Wednesday,2
2014-02-13,876,81.110083713850841,28.7,36,14,15.8,0.18,Thursday,2
2014-02-14,3609,28.906183615036483,35.4,39.9,24.1,16.4,1.75,Friday,2
2014-02-15,2261,18.350471767654433,34.5,39,30.2,9.7,0.25,Saturday,2
2014-02-16,3003,21.346797646797651,27.2,37,21.9,14.0,0.05,Sunday,2
2014-02-17,4854,16.118342260678482,24.4,33.1,19,11.2,0,Monday,2
2014-02-18,5140,14.629364461738003,30.6,39.9,19,7.2,0.05,Tuesday,2
2014-02-19,8506,14.158004153930561,36.4,45,25,5.3,0.1,Wednesday,2
2014-02-20,11792,13.573103233830846,42.5,50,28,8.1,0.25,Thursday,2
2014-02-21,8680,11.754621735791092,37.1,46.9,33.8,8.2,0.02,Friday,2
2014-02-22,13044,16.471369978534188,45.5,55,34,9.4,0.11,Saturday,2
2014-02-23,13324,15.581533323326328,48,55,37.9,5.2,0,Sunday,2
2014-02-24,12922,12.587243976680595,40,54,33.1,13.2,0,Monday,2
2014-02-25,12830,11.434589503767215,28.7,44.1,24.1,12.9,0,Tuesday,2
2014-02-26,11188,11.072612024788462,28,33.1,24.1,9.2,0,Wednesday,2
2014-02-27,12036,10.512638473468483,24.7,33.1,19,9.6,0.01,Thursday,2
2014-02-28,9587,11.090424533222071,17.3,33.1,10,13.3,0,Friday,2
2014-03-01,9202,11.874632326305877,26.6,37.9,10,5.6,0,Saturday,3
2014-03-02,8195,11.216150091519218,36.6,39,21,6.0,0,Sunday,3
2014-03-03,7708,11.456964625497317,25.9,39,19.9,10.6,0.01,Monday,3
2014-03-04,10398,10.333017567480923,20.3,32,12.9,6.4,0,Tuesday,3
2014-03-05,13801,10.518999830930126,30.6,37,12.9,5.1,0,Wednesday,3
2014-03-06,12773,10.194545786685453,24.2,37,16,10.2,0,Thursday,3
2014-03-07,13304,11.046503557827217,29.2,36,16,10.2,0,Friday,3
2014-03-08,16350,15.866276248725789,41.6,55.9,26.1,7.3,0,Saturday,3
2014-03-09,12262,12.705340346871088,41.4,55.9,35.1,11.3,0,Sunday,3
2014-03-10,17231,11.223293289226781,41.9,51.1,35.1,8.7,0,Monday,3
2014-03-11,24356,12.948284474735861,52.3,64.9,37,7.0,0,Tuesday,3
2014-03-12,15101,10.971585766947001,48.1,64.9,39,7.4,0,Wednesday,3
2014-03-13,10979,10.652381819837872,28.8,54,19,20.9,0.35,Thursday,3
2014-03-14,16299,10.919300775098677,29.7,44.1,19,12.9,0,Friday,3
2014-03-15,18053,14.778114440813164,47.9,57.9,39,11.1,0,Saturday,3
2014-03-16,9851,12.279863296450447,37.7,57.9,30,14.2,0,Sunday,3
2014-03-17,12503,10.62121357540857,28.3,33.1,23,9.3,0,Monday,3
2014-03-18,16679,11.34588504506665,32.1,41,23,9.4,0,Tuesday,3
2014-03-19,13341,10.864158109087274,35.8,45,27,9.4,0,Wednesday,3
2014-03-20,19695,11.9667022086824,45.3,53.1,30.9,11.4,0.99,Thursday,3
2014-03-21,20718,12.220391286160185,43.7,53.1,39,14.1,0,Friday,3
2014-03-22,19880,16.057806002682764,48.4,63,37,9.7,0,Saturday,3
2014-03-23,11740,12.281138557637707,41.5,63,35.1,11.0,0,Sunday,3
2014-03-24,13598,10.486559297935974,28.1,42.1,21.9,12.8,0,Monday,3
2014-03-25,16037,10.424924653405666,31.6,37.9,21.9,7.5,0,Tuesday,3
2014-03-26,14500,10.198148275862073,33.4,37.9,26.1,16.8,0,Wednesday,3
2014-03-27,16666,11.41353154126165,30.1,42.1,23,12.7,0,Thursday,3
2014-03-28,18425,12.24441429217549,44.9,60.1,23,8.1,0,Friday,3
2014-03-29,4480,11.066566220238096,48.3,60.1,37.9,6.7,0.03,Saturday,3
2014-03-30,7907,12.754502339698998,44.1,55,41,12.4,1.97,Sunday,3
2014-03-31,17085,11.82974539069359,42.1,53.1,35.6,15.2,0.29,Monday,3
2014-04-01,23908,12.853388684401317,45.9,59,36,8.5,0.02,Tuesday,4
2014-04-02,22515,12.002125249833446,45.6,59,39,5.7,0,Wednesday,4
2014-04-03,26321,12.891668882894521,50.7,64,41,3.9,0,Thursday,4
2014-04-04,12566,10.684554883548202,44.7,51.1,39.2,9.8,0.09,Friday,4
2014-04-05,18655,14.951773429822209,45.3,54,39,12.8,0.17,Saturday,4
2014-04-06,20750,16.594725301204825,44.9,59,37,9.7,0,Sunday,4
2014-04-07,14677,11.323832072857758,46.1,59,37,6.9,0,Monday,4
2014-04-08,21884,12.149883476512521,51,64.9,41,10.7,0.99,Tuesday,4
2014-04-09,26931,12.847673065735894,51.4,64.9,43,13.2,0.01,Wednesday,4
2014-04-10,27463,12.728735025306774,49.8,59,42.1,10.4,0,Thursday,4
2014-04-11,26798,13.810168047366721,59.2,73.9,42.1,8.8,0,Friday,4
2014-04-12,27108,17.636654001278838,58.8,73.9,48.9,6.6,0,Saturday,4
2014-04-13,26871,18.378644263332209,59.8,73.9,48.9,8.2,0,Sunday,4
2014-04-14,28832,14.8384821263411,61.7,73.9,50,10.5,0,Monday,4
2014-04-15,10523,10.554770502708353,56.9,61,44.6,13.7,0.1,Tuesday,4
2014-04-16,20082,11.889953689871524,38.9,46.9,32,14.1,0.82,Wednesday,4
2014-04-17,22282,12.433921251832572,41.1,46.9,32,11.4,0.05,Thursday,4
2014-04-18,20770,12.430917188252282,39.9,46.9,35.1,7.1,0,Friday,4
2014-04-19,24369,18.437031337628412,50.6,64.9,35.1,6.8,0,Saturday,4
2014-04-20,18464,16.713800729347202,51.6,64.9,42.1,9.2,0,Sunday,4
2014-04-21,27124,13.895182003637617,49.9,63,41,5.4,0,Monday,4
2014-04-22,27259,12.705970505154257,56.4,66,41,7.7,0,Tuesday,4
2014-04-23,26949,12.408973122070083,55.6,66,48,16.0,0,Wednesday,4
2014-04-24,28107,13.015390590718797,49.4,62.1,43,17.9,0,Thursday,4
2014-04-25,27919,13.529182635481211,52.3,60.1,43,8.9,0,Friday,4
2014-04-26,19899,16.160248421193693,52,64,44.6,8.2,0.7,Saturday,4
2014-04-27,21926,15.8199717230685,51.3,64,45,10.8,0.06,Sunday,4
2014-04-28,28557,13.442739666865098,53.7,64,46,7.3,0,Monday,4
2014-04-29,18404,11.008666594218646,49.9,64,44.1,13.4,0,Tuesday,4
2014-04-30,2867,9.49539588419951,44.5,51.1,42.1,14.1,0.55,Wednesday,4
2014-05-01,26762,14.309317315596743,59.3,77,42.1,7.9,4.88,Thursday,5
2014-05-02,32377,14.010143002748864,62.8,77,48.9,7.6,0.01,Friday,5
2014-05-03,25501,18.08919127354482,61.7,69.1,54,7.2,0,Saturday,5
2014-05-04,21277,15.436263727655845,58.7,69.1,54,12.2,0.03,Sunday,5
2014-05-05,30288,14.396794109878499,57.5,66.9,50,15.6,0,Monday,5
2014-05-06,32233,14.29934745964281,59.2,68,50,8.6,0,Tuesday,5
2014-05-07,32882,13.288734464651379,59,68,51.1,7.0,0,Wednesday,5
2014-05-08,17619,12.222241141192274,55.6,68,51.1,6.7,0.32,Thursday,5
2014-05-09,22641,12.287202420387795,54.9,63,52,5.5,0.09,Friday,5
2014-05-10,21832,15.364831440087944,65.4,82,52,7.1,0.02,Saturday,5
2014-05-11,28326,18.77301654545882,69.3,82,55,9.8,0.93,Sunday,5
2014-05-12,31644,14.389985463278979,73.2,82,62.1,4.4,0.02,Monday,5
2014-05-13,32847,13.422771232278949,65.8,82,59,7.7,0,Tuesday,5
2014-05-14,30044,12.947753295167084,56.5,71.1,51.1,7.1,0,Wednesday,5
2014-05-15,26057,12.978048764887236,60.7,75,51.1,8.5,0.14,Thursday,5
2014-05-16,17784,11.656169403208876,67.2,75,54,15.9,0.03,Friday,5
2014-05-17,29912,17.701291566372472,62.2,71.1,54,9.8,1.58,Saturday,5
2014-05-18,27436,17.056795208242214,60.4,70,53.1,7.6,0,Sunday,5
2014-05-19,31692,13.411918885943876,60.4,70,53.1,10.5,0,Monday,5
2014-05-20,35567,14.053607745007076,65.5,77,53.1,8.9,0,Tuesday,5
2014-05-21,34420,13.388106236684097,69.7,77,57,6.7,0,Wednesday,5
2014-05-22,24535,12.212325249643371,62.9,75,57.9,6.2,0.27,Thursday,5
2014-05-23,24484,12.904456651963187,60.3,68,57,6.0,0.01,Friday,5
2014-05-24,16798,15.957243917926739,60.2,68,57,6.2,1.09,Saturday,5
2014-05-25,25637,20.052994370116114,65.5,81,55.9,5.4,0.02,Sunday,5
2014-05-26,26930,19.528184800099023,75.2,87.1,55.9,7.2,0,Monday,5
2014-05-27,32936,14.420076309610559,79.5,87.1,66,7.6,0,Tuesday,5
2014-05-28,29690,12.473383294038394,61.3,86,54,11.7,0,Wednesday,5
2014-05-29,33889,13.32472631237275,55.6,63,51.1,9.8,0,Thursday,5
2014-05-30,34343,14.141829970202561,63.2,75.9,51.1,4.1,0,Friday,5
2014-05-31,27734,16.663981635056849,64,75.9,55.9,10.6,0.03,Saturday,5
2014-06-01,31333,18.015508143703656,65.1,77,57,6.0,0.01,Sunday,6
